X0;X1;X2;RCE
1657320614.1027946;0.0;0.2;760.24
1657320914.1081898;0.0;0.19;729.18
1657321214.1135848;0.0;0.19;729.18
1657321514.11898;0.0;0.19;729.18
1657321814.124375;0.0;0.18;729.18
1657322114.1297703;0.0;0.18;729.18
1657322414.1351652;0.0;0.18;729.18
1657322714.1405604;0.0;0.18;729.18
1657323014.1459556;0.0;0.18;729.18
1657323314.1513505;0.0;0.18;729.18
1657323614.1567457;0.0;0.18;729.18
1657323914.1621408;0.0;0.3;729.18
1657324214.1675358;0.0;0.09;729.18
1657324514.172931;0.0;0.09;648.07
1657324814.1783261;0.0;0.09;648.07
1657325114.183721;0.0;0.09;648.07
1657325414.1891162;0.0;0.09;648.07
1657325714.1945114;0.0;0.09;648.07
1657326014.1999066;0.0;0.09;648.07
1657326314.2053015;0.0;0.09;648.07
1657326614.2106967;0.0;0.09;648.07
1657326914.2160919;0.0;0.09;648.07
1657327214.2214868;0.0;0.09;648.07
1657327514.226882;0.0;0.09;648.07
1657327814.2322772;0.0;0.09;648.07
1657328114.237672;0.0;0.09;567.29
1657328414.2430673;0.0;0.09;567.29
1657328714.2484624;0.0;0.08;567.29
1657329014.2538576;0.0;0.09;567.29
1657329314.2592525;0.0;0.09;567.29
1657329614.2646477;0.0;0.09;567.29
1657329914.270043;0.0;0.09;567.29
1657330214.2754378;0.0;0.09;567.29
1657330514.280833;0.01;0.19;567.29
1657330814.2862282;0.01;0.18;567.29
1657331114.291623;0.01;0.18;567.29
1657331414.2970183;0.02;0.17;567.29
1657331714.3024135;0.03;0.17;563.49
1657332014.3078084;0.04;0.16;563.49
1657332314.3132036;0.05;0.16;563.49
1657332614.3185987;0.05;0.16;563.49
1657332914.323994;0.01;0.17;563.49
1657333214.3293889;0.04;0.16;563.49
1657333514.334784;0.12;0.13;563.49
1657333814.3401792;0.18;0.13;563.49
1657334114.3455741;0.21;0.14;563.49
1657334414.3509693;0.23;0.15;563.49
1657334714.3563645;0.24;0.15;563.49
1657335014.3617594;0.25;0.06;563.49
1657335314.3671546;0.26;0.06;623.54
1657335614.3725498;0.27;0.07;623.54
1657335914.3779447;0.34;0.06;623.54
1657336214.38334;0.34;0.06;623.54
1657336514.388735;0.34;0.06;623.54
1657336814.3941302;0.4;0.06;623.54
1657337114.3995252;0.43;0.06;623.54
1657337414.4049203;0.4;0.06;623.54
1657337714.4103155;0.36;0.07;623.54
1657338014.4157104;0.38;0.06;623.54
1657338314.4211056;0.41;0.07;623.54
1657338614.4265008;0.42;0.06;623.54
1657338914.4318957;0.4;2.92;617.64
1657339214.437291;0.37;1.56;617.64
1657339514.442686;0.34;0.1;617.64
1657339814.4480813;0.34;0.1;617.64
1657340114.4534762;0.35;0.09;617.64
1657340414.4588714;0.36;0.09;617.64
1657340714.4642665;0.39;0.41;617.64
1657341014.4696615;0.39;0.51;617.64
1657341314.4750566;0.39;0.53;617.64
1657341614.4804518;0.41;0.5;617.64
1657341914.4858468;0.44;0.49;617.64
1657342214.491242;0.48;0.5;617.64
1657342514.496637;0.49;0.41;605.98
1657342814.502032;0.67;0.37;605.98
1657343114.5074272;0.77;0.21;605.98
1657343414.5128224;0.9;0.21;605.98
1657343714.5182176;1.0;0.24;605.98
1657344014.5236125;1.12;0.26;605.98
1657344314.5290077;1.22;0.23;605.98
1657344614.5344028;1.51;0.24;605.98
1657344914.5397978;1.42;0.4;605.98
1657345214.545193;0.97;0.38;605.98
1657345514.5505881;0.84;0.28;605.98
1657345814.555983;1.07;0.21;605.98
1657346114.5613782;0.87;0.5;543.57
1657346414.5667734;1.04;0.23;543.57
1657346714.5721686;2.06;0.32;543.57
1657347014.5775635;2.68;0.23;543.57
1657347314.5829587;2.5;0.2;543.57
1657347614.5883539;3.43;0.25;543.57
1657347914.5937488;1.48;0.11;543.57
1657348214.599144;0.99;0.12;543.57
1657348514.6045392;1.06;0.12;543.57
1657348814.609934;3.3;0.14;543.57
1657349114.6153293;3.84;2.9;543.57
1657349414.6207244;3.62;0.13;543.57
1657349714.6261194;3.66;0.16;462.46
1657350014.6315145;3.34;0.16;462.46
1657350314.6369097;1.21;0.23;462.46
1657350614.642305;3.19;0.85;462.46
1657350914.6476998;1.06;0.95;462.46
1657351214.653095;3.97;1.23;462.46
1657351514.6584902;3.98;1.67;462.46
1657351814.663885;4.0;1.81;462.46
1657352114.6692803;4.13;1.3;462.46
1657352414.6746755;4.09;0.89;462.46
1657352714.6800704;4.05;0.8;462.46
1657353014.6854656;3.99;1.02;462.46
1657353314.6908607;1.19;1.06;446.44
1657353614.6962557;4.49;0.64;446.44
1657353914.7016509;4.2;0.8;446.44
1657354214.707046;4.2;0.78;446.44
1657354514.7124412;3.83;1.01;446.44
1657354814.7178361;3.64;0.29;446.44
1657355114.7232313;4.49;0.91;446.44
1657355414.7286265;4.49;0.86;446.44
1657355714.7340214;4.22;1.66;446.44
1657356014.7394166;4.49;1.03;446.44
1657356314.7448118;4.02;0.83;446.44
1657356614.7502067;4.48;0.77;446.44
1657356914.755602;4.45;0.8;436.34
1657357214.760997;4.48;0.36;436.34
1657357514.7663922;4.49;0.91;436.34
1657357814.7717872;4.49;0.73;436.34
1657358114.7771823;4.49;0.73;436.34
1657358414.7825775;4.45;0.34;436.34
1657358714.7879725;4.49;0.29;436.34
1657359014.7933676;4.49;0.21;436.34
1657359314.7987628;4.49;0.2;436.34
1657359614.8041577;4.38;0.17;436.34
1657359914.809553;4.49;0.19;436.34
1657360214.814948;2.34;0.17;436.34
1657360514.820343;4.48;0.2;445.37
1657360814.8257382;2.98;0.76;445.37
1657361114.8311334;3.3;0.69;445.37
1657361414.8365285;2.98;0.09;445.37
1657361714.8419235;2.89;0.18;445.37
1657362014.8473186;2.89;0.18;445.37
1657362314.8527138;2.09;0.25;445.37
1657362614.8581088;4.49;0.19;445.37
1657362914.863504;4.48;0.14;445.37
1657363214.868899;4.55;0.17;445.37
1657363514.874294;4.12;0.6;445.37
1657363814.8796892;3.69;0.49;445.37
1657364114.8850844;2.17;0.32;433.06
1657364414.8904793;3.88;0.28;433.06
1657364714.8958745;2.2;0.28;433.06
1657365014.9012697;2.7;0.29;433.06
1657365314.9066648;3.74;0.1;433.06
1657365614.9120598;4.26;0.34;433.06
1657365914.917455;4.54;0.33;433.06
1657366214.9228501;2.99;0.27;433.06
1657366514.928245;2.49;0.28;433.06
1657366814.9336402;3.14;0.27;433.06
1657367114.9390354;3.8;0.42;433.06
1657367414.9444304;2.29;0.25;433.06
1657367714.9498255;1.58;0.27;447.4
1657368014.9552207;1.39;0.23;447.4
1657368314.9606159;1.38;0.22;447.4
1657368614.9660108;1.28;1.44;447.4
1657368914.971406;1.25;1.45;447.4
1657369214.9768012;1.36;0.31;447.4
1657369514.982196;1.03;0.27;447.4
1657369814.9875913;0.99;1.33;447.4
1657370114.9929864;1.3;1.28;447.4
1657370414.9983814;1.32;0.89;447.4
1657370715.0037766;1.36;0.78;447.4
1657371015.0091717;1.43;0.48;447.4
1657371315.0145667;1.43;0.89;554.65
1657371615.0199618;1.26;0.88;554.65
1657371915.025357;1.15;0.22;554.65
1657372215.0307522;1.11;0.67;554.65
1657372515.036147;1.12;0.22;554.65
1657372815.0415423;1.54;0.23;554.65
1657373115.0469375;1.68;0.21;554.65
1657373415.0523324;1.58;1.24;554.65
1657373715.0577276;1.33;0.22;554.65
1657374015.0631227;1.34;0.21;554.65
1657374315.0685177;3.24;0.24;554.65
1657374615.0739129;3.59;0.26;554.65
1657374915.079308;3.19;0.2;766.81
1657375215.0847032;1.7;0.39;766.81
1657375515.0900981;1.85;0.56;766.81
1657375815.0954933;3.81;0.69;766.81
1657376115.1008885;3.74;0.58;766.81
1657376415.1062834;3.51;0.52;766.81
1657376715.1116786;3.2;0.55;766.81
1657377015.1170738;1.89;0.37;766.81
1657377315.1224687;2.84;0.47;766.81
1657377615.127864;2.08;0.34;766.81
1657377915.133259;2.4;0.42;766.81
1657378215.138654;2.7;0.33;766.81
1657378515.1440492;2.61;0.35;983.36
1657378815.1494443;2.49;0.33;983.36
1657379115.1548395;1.71;0.3;983.36
1657379415.1602345;1.44;0.41;983.36
1657379715.1656296;2.22;0.3;983.36
1657380015.1710248;2.04;0.31;983.36
1657380315.1764197;0.56;0.35;983.36
1657380615.181815;1.65;0.39;983.36
1657380915.18721;1.65;0.39;983.36
1657381215.192605;0.38;0.26;983.36
1657381515.1980002;0.57;0.33;983.36
1657381815.2033954;0.8;0.76;983.36
1657382115.2087903;0.61;1.81;1084.83
1657382415.2141855;1.0;0.33;1084.83
1657382715.2195807;0.37;0.3;1084.83
1657383015.2249758;0.42;0.31;1084.83
1657383315.2303708;0.36;0.27;1084.83
1657383615.235766;0.48;0.3;1084.83
1657383915.241161;0.36;0.26;1084.83
1657384215.246556;0.24;0.25;1084.83
1657384515.2519512;0.19;0.38;1084.83
1657384815.2573464;0.27;0.41;1084.83
1657385115.2627413;0.23;0.4;1084.83
1657385415.2681365;0.2;0.88;1084.83
1657385715.2735317;0.16;0.9;1151.1
1657386015.2789268;0.15;0.84;1151.1
1657386315.2843218;0.09;0.33;1151.1
1657386615.289717;0.07;0.32;1151.1
1657386915.2951121;0.06;0.32;1151.1
1657387215.300507;0.06;0.32;1151.1
1657387515.3059022;0.05;0.33;1151.1
1657387815.3112974;0.05;0.32;1151.1
1657388115.3166924;0.03;0.33;1151.1
1657388415.3220875;0.03;0.33;1151.1
1657388715.3274827;0.02;0.32;1151.1
1657389015.3328776;0.02;0.32;1151.1
1657389315.3382728;0.02;0.33;1078.92
1657389615.343668;0.01;0.58;1078.92
1657389915.3490632;0.0;0.57;1078.92
1657390215.354458;0.01;0.59;1078.92
1657390515.3598533;0.0;0.16;1078.92
1657390815.3652484;0.0;0.16;1078.92
1657391115.3706434;0.0;0.5;1078.92
1657391415.3760386;0.0;0.58;1078.92
1657391715.3814337;0.0;0.5;1078.92
1657392015.3868287;0.0;0.5;1078.92
1657392315.3922238;0.0;0.16;1078.92
1657392615.397619;0.0;0.28;1078.92
1657392915.403014;0.0;0.39;804.87
1657393215.408409;0.0;0.43;804.87
1657393515.4138043;0.0;0.37;804.87
1657393815.4191995;0.0;0.48;804.87
1657394115.4245944;0.0;0.48;804.87
1657394415.4299896;0.0;0.53;804.87
1657394715.4353848;0.0;0.39;804.87
1657395015.4407797;0.0;0.36;804.87
1657395315.4461749;0.0;0.37;804.87
1657395615.45157;0.0;0.37;804.87
1657395915.456965;0.0;1.28;804.87
1657396215.4623601;0.0;1.27;804.87
1657396515.4677553;0.0;0.98;498.7
1657396815.4731505;0.0;1.26;498.7
1657397115.4785454;0.0;0.36;498.7
1657397415.4839406;0.0;0.38;498.7
1657397715.4893358;0.0;0.38;498.7
1657398015.4947307;0.0;0.58;498.7
1657398315.500126;0.0;0.58;498.7
1657398615.505521;0.0;0.58;498.7
1657398915.510916;0.0;0.58;498.7
1657399215.5163112;0.0;0.34;498.7
1657399515.5217063;0.0;0.34;498.7
1657399815.5271013;0.0;0.34;498.7
1657400115.5324965;0.0;0.34;452.16
1657400415.5378916;0.0;0.34;452.16
1657400715.5432868;0.0;0.34;452.16
1657401015.5486817;0.0;0.34;452.16
1657401315.554077;0.0;0.34;452.16
1657401615.559472;0.0;0.34;452.16
1657401915.564867;0.0;0.34;452.16
1657402215.5702622;0.0;0.34;452.16
1657402515.5756574;0.0;0.34;452.16
1657402815.5810523;0.0;0.34;452.16
1657403115.5864475;0.0;0.34;452.16
1657403415.5918427;0.0;0.34;452.16
1657403715.5972378;0.0;0.34;439.59
1657404015.6026328;0.0;0.3;439.59
1657404315.608028;0.0;0.2;439.59
1657404615.613423;0.0;0.25;439.59
1657404915.618818;0.0;0.22;439.59
1657405215.6242132;0.0;0.13;439.59
1657405515.6296084;0.0;0.12;439.59
1657405815.6350033;0.0;0.12;439.59
1657406115.6403985;0.0;0.12;439.59
1657406415.6457937;0.0;0.12;439.59
1657406715.6511886;0.0;0.12;439.59
1657407015.6565838;0.0;0.11;439.59
1657407315.661979;0.0;0.1;425.22
1657407615.6673741;0.0;0.1;425.22
1657407915.672769;0.0;0.1;425.22
1657408215.6781642;0.0;0.1;425.22
1657408515.6835594;0.0;0.1;425.22
1657408815.6889544;0.0;0.1;425.22
1657409115.6943495;0.0;0.1;425.22
1657409415.6997447;0.0;0.09;425.22
1657409715.7051396;0.0;0.2;425.22
1657410015.7105348;0.0;0.19;425.22
1657410315.71593;0.0;0.19;425.22
1657410615.721325;0.0;0.19;425.22
1657410915.72672;0.0;0.19;395.24
1657411215.7321153;0.0;0.19;395.24
1657411515.7375104;0.0;0.18;395.24
1657411815.7429054;0.0;0.18;395.24
1657412115.7483006;0.0;0.18;395.24
1657412415.7536957;0.0;0.18;395.24
1657412715.7590907;0.0;0.18;395.24
1657413015.7644858;0.0;0.18;395.24
1657413315.769881;0.0;0.18;395.24
1657413615.775276;0.0;0.18;395.24
1657413915.7806711;0.0;0.18;395.24
1657414215.7860663;0.0;0.18;395.24
1657414515.7914615;0.0;0.09;388.98
1657414815.7968564;0.0;0.09;388.98
1657415115.8022516;0.0;0.09;388.98
1657415415.8076468;0.0;0.09;388.98
1657415715.8130417;0.0;0.08;388.98
1657416015.8184369;0.0;0.09;388.98
1657416315.823832;0.0;0.08;388.98
1657416615.829227;0.0;0.08;388.98
1657416915.8346221;0.0;0.08;388.98
1657417215.8400173;0.0;0.09;388.98
1657417515.8454123;0.01;0.09;388.98
1657417815.8508074;0.01;0.06;388.98
1657418115.8562026;0.01;0.09;381.79
1657418415.8615978;0.03;0.07;381.79
1657418715.8669927;0.03;0.06;381.79
1657419015.872388;0.03;0.06;381.79
1657419315.877783;0.03;0.06;381.79
1657419615.883178;0.04;0.06;381.79
1657419915.8885732;0.04;0.06;381.79
1657420215.8939683;0.04;0.16;381.79
1657420515.8993633;0.04;0.16;381.79
1657420815.9047585;0.17;0.14;381.79
1657421115.9101536;0.17;0.14;381.79
1657421415.9155486;0.2;0.14;381.79
1657421715.9209437;0.2;0.14;377.23
1657422015.926339;0.23;0.16;377.23
1657422315.931734;0.28;0.15;377.23
1657422615.937129;0.29;0.15;377.23
1657422915.9425242;0.24;0.15;377.23
1657423215.9479194;0.21;0.14;377.23
1657423515.9533143;0.26;0.14;377.23
1657423815.9587095;0.39;0.15;377.23
1657424115.9641047;0.35;0.15;377.23
1657424415.9694996;0.29;0.15;377.23
1657424715.9748948;0.36;0.15;377.23
1657425015.98029;0.49;0.07;377.23
1657425315.985685;0.5;0.07;348.36
1657425615.99108;0.51;0.07;348.36
1657425915.9964752;0.49;0.07;348.36
1657426216.0018704;0.54;0.08;348.36
1657426516.0072653;0.51;0.07;348.36
1657426816.0126605;0.53;0.07;348.36
1657427116.0180557;0.6;0.08;348.36
1657427416.0234506;0.75;0.08;348.36
1657427716.0288458;0.84;0.08;348.36
1657428016.034241;0.98;0.19;348.36
1657428316.039636;0.96;0.19;348.36
1657428616.045031;0.92;0.18;348.36
1657428916.0504262;0.99;0.17;336.96
1657429216.0558214;0.97;0.12;336.96
1657429516.0612164;0.98;0.12;336.96
1657429816.0666115;0.96;0.64;336.96
1657430116.0720067;1.46;0.14;336.96
1657430416.0774016;1.28;0.12;336.96
1657430716.0827968;1.26;0.52;336.96
1657431016.088192;1.27;0.51;336.96
1657431316.093587;1.64;0.55;336.96
1657431616.098982;1.39;0.49;336.96
1657431916.1043773;1.18;0.48;336.96
1657432216.1097724;1.06;0.47;336.96
1657432516.1151674;1.07;0.34;318.24
1657432816.1205626;1.14;0.36;318.24
1657433116.1259577;1.11;0.27;318.24
1657433416.1313527;1.12;0.26;318.24
1657433716.1367478;1.21;0.21;318.24
1657434016.142143;1.22;0.22;318.24
1657434316.147538;1.73;0.21;318.24
1657434616.1529331;1.71;0.22;318.24
1657434916.1583283;1.98;0.24;318.24
1657435216.1637232;1.55;0.21;318.24
1657435516.1691184;2.06;0.19;318.24
1657435816.1745136;2.41;0.0;318.24
1657436116.1799088;2.79;0.0;305.98
1657436416.1853037;3.58;0.66;305.98
1657436716.1906989;0.92;2.9;305.98
1657437016.196094;0.92;2.9;305.98
1657437316.201489;2.43;2.83;305.98
1657437616.2068841;2.34;1.12;305.98
1657437916.2122793;2.34;1.12;305.98
1657438216.2176743;2.34;1.12;305.98
1657438516.2230694;2.34;1.12;305.98
1657438816.2284646;2.34;1.12;305.98
1657439116.2338595;0.59;0.11;305.98
1657439416.2392547;0.59;0.11;305.98
1657439716.24465;0.59;0.11;277.5
1657440016.250045;0.59;0.11;277.5
1657440316.25544;1.78;0.51;277.5
1657440616.2608352;1.78;0.51;277.5
1657440916.2662303;1.78;0.51;277.5
1657441216.2716253;1.78;0.51;277.5
1657441516.2770205;1.78;0.51;277.5
1657441816.2824156;1.97;0.41;277.5
1657442116.2878106;1.87;0.4;277.5
1657442416.2932057;0.39;0.6;277.5
1657442716.298601;0.39;0.6;277.5
1657443016.303996;0.39;0.6;277.5
1657443316.309391;0.39;0.6;286.95
1657443616.3147862;0.39;0.6;286.95
1657443916.3201814;0.39;0.6;286.95
1657444216.3255763;1.7;0.24;286.95
1657444516.3309715;1.7;0.24;286.95
1657444816.3363667;1.02;0.22;286.95
1657445116.3417616;1.02;0.22;286.95
1657445416.3471568;1.02;0.22;286.95
1657445716.352552;2.46;0.0;286.95
1657446016.3579469;0.88;0.22;286.95
1657446316.363342;4.49;0.08;286.95
1657446616.3687372;0.0;0.0;286.95
1657446916.3741324;0.0;0.0;293.83
1657447216.3795273;0.0;0.0;293.83
1657447516.3849225;4.2;0.0;293.83
1657447816.3903177;4.2;0.0;293.83
1657448116.3957126;3.49;0.0;293.83
1657448416.4011078;3.49;0.0;293.83
1657448716.406503;3.49;0.0;293.83
1657449016.411898;4.49;0.14;293.83
1657449316.417293;3.38;0.14;293.83
1657449616.4226882;3.38;0.14;293.83
1657449916.4280832;3.38;0.14;293.83
1657450216.4334784;3.38;0.14;293.83
1657450516.4388735;3.38;0.14;297.38
1657450816.4442687;3.38;0.14;297.38
1657451116.4496636;3.38;0.14;297.38
1657451416.4550588;1.69;0.14;297.38
1657451716.460454;1.69;0.14;297.38
1657452016.465849;1.69;0.14;297.38
1657452316.471244;1.69;0.14;297.38
1657452616.4766393;1.76;0.23;297.38
1657452916.4820342;1.76;0.23;297.38
1657453216.4874294;1.66;0.21;297.38
1657453516.4928246;3.08;0.64;297.38
1657453816.4982197;3.08;0.64;297.38
1657454116.5036147;3.08;0.64;339.1
1657454416.5090098;3.08;0.64;339.1
1657454716.514405;4.09;0.21;339.1
1657455016.5198;2.38;0.36;339.1
1657455316.5251951;1.9;0.5;339.1
1657455616.5305903;0.0;0.0;339.1
1657455916.5359852;0.0;0.0;339.1
1657456216.5413804;0.0;0.0;339.1
1657456516.5467756;4.47;0.63;339.1
1657456816.5521705;3.58;0.0;339.1
1657457116.5575657;3.77;0.4;339.1
1657457416.5629609;4.48;0.56;339.1
1657457716.568356;1.94;0.58;390.95
1657458016.573751;1.1;2.81;390.95
1657458316.5791461;1.1;2.81;390.95
1657458616.5845413;0.85;2.01;390.95
1657458916.5899363;0.85;2.01;390.95
1657459216.5953314;1.14;0.32;390.95
1657459516.6007266;1.14;0.32;390.95
1657459816.6061215;1.14;0.32;390.95
1657460116.6115167;1.14;0.32;390.95
1657460416.616912;1.14;0.32;390.95
1657460716.622307;1.14;0.32;390.95
1657461016.627702;1.14;0.32;390.95
1657461316.6330972;1.14;0.32;570.52
1657461616.6384923;1.14;0.32;570.52
1657461916.6438873;1.14;0.32;570.52
1657462216.6492825;1.14;0.32;570.52
1657462516.6546776;1.14;0.32;570.52
1657462816.6600726;1.14;0.32;570.52
1657463116.6654677;1.14;0.32;570.52
1657463416.670863;1.14;0.32;570.52
1657463716.6762578;1.14;0.32;570.52
1657464016.681653;1.14;0.32;570.52
1657464316.6870482;1.14;0.32;570.52
1657464616.6924434;1.14;0.32;570.52
1657464916.6978383;1.14;0.32;914.54
1657465216.7032335;0.99;0.34;914.54
1657465516.7086287;0.99;0.34;914.54
1657465816.7140236;0.82;0.25;914.54
1657466116.7194188;0.58;0.36;914.54
1657466416.724814;0.58;0.36;914.54
1657466716.7302089;0.42;0.28;914.54
1657467016.735604;0.42;0.28;914.54
1657467316.7409992;0.43;0.5;914.54
1657467616.7463942;0.36;0.4;914.54
1657467916.7517893;0.33;0.4;914.54
1657468216.7571845;0.21;0.39;914.54
1657468516.7625797;0.18;0.08;1000.85
1657468816.7679746;0.18;0.09;1000.85
1657469116.7733698;0.21;0.08;1000.85
1657469416.778765;0.29;0.57;1000.85
1657469716.78416;0.29;0.57;1000.85
1657470016.789555;0.0;0.43;1000.85
1657470316.7949502;0.0;0.43;1000.85
1657470616.8003452;0.0;0.43;1000.85
1657470916.8057404;0.0;0.43;1000.85
1657471216.8111355;0.0;0.43;1000.85
1657471516.8165307;0.0;0.43;1000.85
1657471816.8219256;0.0;0.43;1000.85
1657472116.8273208;0.0;0.43;1000.8
1657472416.832716;0.0;0.43;1000.8
1657472716.838111;0.0;0.43;1000.8
1657473016.843506;0.0;0.43;1000.8
1657473316.8489013;0.0;0.43;1000.8
1657473616.8542962;0.0;0.43;1000.8
1657473916.8596914;0.0;0.43;1000.8
1657474216.8650866;0.0;0.43;1000.8
1657474516.8704815;0.0;0.43;1000.8
1657474816.8758767;0.0;0.43;1000.8
1657475116.8812718;0.0;0.43;1000.8
1657475416.886667;0.0;0.43;1000.8
1657475716.892062;0.0;0.44;1000.79
1657476016.8974571;0.0;0.39;1000.79
1657476316.9028523;0.0;0.39;1000.79
1657476616.9082472;0.0;0.39;1000.79
1657476916.9136424;0.0;0.39;1000.79
1657477216.9190376;0.0;2.45;1000.79
1657477516.9244325;0.0;2.45;1000.79
1657477816.9298277;0.0;0.55;1000.79
1657478116.9352229;0.0;0.55;1000.79
1657478416.9406178;0.0;0.55;1000.79
1657478716.946013;0.0;0.55;1000.79
1657479016.9514081;0.0;0.9;1000.79
1657479316.9568033;0.0;0.9;796.88
1657479616.9621983;0.0;0.9;796.88
1657479916.9675934;0.0;0.9;796.88
1657480216.9729886;0.0;0.74;796.88
1657480516.9783835;0.0;0.58;796.88
1657480816.9837787;0.0;0.36;796.88
1657481116.989174;0.0;0.4;796.88
1657481416.9945688;0.0;0.39;796.88
1657481716.999964;0.0;0.25;796.88
1657482017.0053592;0.0;0.25;796.88
1657482317.0107543;0.0;0.25;796.88
1657482617.0161493;0.0;0.25;796.88
1657482917.0215445;0.0;0.25;761.89
1657483217.0269396;0.0;0.25;761.89
1657483517.0323346;0.0;0.25;761.89
1657483817.0377297;0.0;0.25;761.89
1657484117.043125;0.0;0.25;761.89
1657484417.0485198;0.0;0.25;761.89
1657484717.053915;1.41;0.31;761.89
1657485017.0593102;1.41;0.31;761.89
1657485317.0647051;1.41;0.31;761.89
1657485617.0701003;1.41;0.31;761.89
1657485917.0754955;1.41;0.31;761.89
1657486217.0808907;1.41;0.31;761.89
1657486517.0862856;1.41;0.31;769.91
1657486817.0916808;1.41;0.31;769.91
1657487117.097076;1.41;0.31;769.91
1657487417.1024709;1.41;0.31;769.91
1657487717.107866;1.41;0.31;769.91
1657488017.1132612;1.41;0.31;769.91
1657488317.1186562;1.41;0.31;769.91
1657488617.1240513;1.41;0.31;769.91
1657488917.1294465;1.41;0.31;769.91
1657489217.1348417;1.41;0.31;769.91
1657489517.1402366;1.41;0.31;769.91
1657489817.1456318;1.41;0.31;769.91
1657490117.151027;1.41;0.31;764.88
1657490417.156422;1.41;0.31;764.88
1657490717.161817;1.41;0.31;764.88
1657491017.1672122;1.41;0.31;764.88
1657491317.1726072;1.41;0.31;764.88
1657491617.1780024;1.41;0.31;764.88
1657491917.1833975;1.41;0.31;764.88
1657492217.1887925;1.41;0.31;764.88
1657492517.1941876;1.41;0.31;764.88
1657492817.1995828;1.41;0.31;764.88
1657493117.204978;1.41;0.31;764.88
1657493417.210373;1.41;0.31;764.88
1657493717.215768;1.41;0.31;765.23
1657494017.2211633;1.41;0.31;765.23
1657494317.2265582;1.41;0.31;765.23
1657494617.2319534;1.41;0.31;765.23
1657494917.2373486;1.41;0.31;765.23
1657495217.2427435;1.41;0.31;765.23
1657495517.2481387;1.41;0.31;765.23
1657495817.2535338;1.41;0.31;765.23
1657496117.2589288;1.41;0.31;765.23
1657496417.264324;1.41;0.31;765.23
1657496717.2697191;1.41;0.31;765.23
1657497017.2751143;1.41;0.31;765.23
1657497317.2805092;1.41;0.31;704.04
1657497617.2859044;1.41;0.31;704.04
1657497917.2912996;1.41;0.31;704.04
1657498217.2966945;1.41;0.31;704.04
1657498517.3020897;1.41;0.31;704.04
1657498817.3074849;1.41;0.31;704.04
1657499117.3128798;1.41;0.31;704.04
1657499417.318275;1.41;0.31;704.04
1657499717.3236701;1.41;0.31;704.04
1657500017.3290653;1.41;0.31;704.04
1657500317.3344603;1.41;0.31;704.04
1657500617.3398554;1.41;0.31;704.04
1657500917.3452506;1.41;0.31;793.13
1657501217.3506455;1.41;0.31;793.13
1657501517.3560407;1.41;0.31;793.13
1657501817.361436;1.41;0.31;793.13
1657502117.3668308;1.41;0.31;793.13
1657502417.372226;1.41;0.31;793.13
1657502717.3776212;1.41;0.31;793.13
1657503017.383016;1.41;0.31;793.13
1657503317.3884113;1.41;0.31;793.13
1657503617.3938065;1.41;0.31;793.13
1657503917.3992016;1.41;0.31;793.13
1657504217.4045966;1.41;0.31;793.13
1657504517.4099917;1.41;0.31;1286.52
1657504817.415387;1.41;0.31;1286.52
1657505117.4207819;1.41;0.31;1286.52
1657505417.426177;1.41;0.31;1286.52
1657505717.4315722;1.41;0.31;1286.52
1657506017.4369671;1.41;0.31;1286.52
1657506317.4423623;1.41;0.31;1286.52
1657506617.4477575;1.41;0.31;1286.52
1657506917.4531527;1.41;0.31;1286.52
1657507217.4585476;1.41;0.31;1286.52
1657507517.4639428;1.41;0.31;1286.52
1657507817.469338;1.41;0.31;1286.52
1657508117.4747329;1.41;0.31;1350.11
1657508417.480128;1.41;0.31;1350.11
1657508717.4855232;1.41;0.31;1350.11
1657509017.4909182;1.41;0.31;1350.11
1657509317.4963133;1.41;0.31;1350.11
1657509617.5017085;1.41;0.31;1350.11
1657509917.5071034;1.41;0.31;1350.11
1657510217.5124986;1.41;0.31;1350.11
1657510517.5178938;1.41;0.31;1350.11
1657510817.523289;1.41;0.31;1350.11
1657511117.528684;1.41;0.31;1350.11
1657511417.534079;1.41;0.31;1350.11
1657511717.5394742;1.41;0.31;1522.38
1657512017.5448692;1.41;0.31;1522.38
1657512317.5502644;1.41;0.31;1522.38
1657512617.5556595;1.41;0.31;1522.38
1657512917.5610545;1.41;0.31;1522.38
1657513217.5664496;1.41;0.31;1522.38
1657513517.5718448;1.41;0.31;1522.38
1657513817.5772398;1.41;0.31;1522.38
1657514117.582635;1.41;0.31;1522.38
1657514417.58803;1.41;0.31;1522.38
1657514717.5934253;1.41;0.31;1522.38
1657515017.5988202;1.41;0.31;1522.38
1657515317.6042154;1.41;0.31;1196.81
1657515617.6096106;1.41;0.31;1196.81
1657515917.6150055;1.41;0.31;1196.81
1657516217.6204007;1.41;0.31;1196.81
1657516517.6257958;1.41;0.31;1196.81
1657516817.6311908;1.41;0.31;1196.81
1657517117.636586;1.41;0.31;1196.81
1657517417.6419811;1.41;0.31;1196.81
1657517717.6473763;1.41;0.31;1196.81
1657518017.6527712;1.41;0.31;1196.81
1657518317.6581664;1.41;0.31;1196.81
1657518617.6635616;1.41;0.31;1196.81
1657518917.6689565;1.41;0.31;932.7
1657519217.6743517;1.41;0.31;932.7
1657519517.6797469;1.41;0.31;932.7
1657519817.6851418;1.41;0.31;932.7
1657520117.690537;1.41;0.31;932.7
1657520417.6959321;1.41;0.31;932.7
